name,location,city,state,ownership,rating,nirf_rank,courses_count,exams_accepted,tuition_fees,image_url,description
LPU,"Phagwara, Punjab",Phagwara,Punjab,Private,3.9,N/A,44 Courses,"MAT, GATE, NATA, XAT, CMAT, NID, LPUNEST, GPAT, CUET, NIFT, UCEED, CEED, CAT, CLAT, LSAT, JEE Main",₹1 L-12 L,,"LPU is a Private College, located in Phagwara, Punjab. LPU offers 44 courses at the Bachelors, Masters, Doctorate Levels such as B.Arch, BBA Hons, BBM, BCA Hons, BFA, BHM, LLB, B.Lib.I.Sc, B.Pharmacy, B.P.Ed, BPT, BSW, M.Arch, MCA Hons, M.Des, M.Ed, MFA, LLM, M.Lib.I.Sc, MPA, M.P.Ed, MPT, M.Plan, MSW, BA Hons, BCom, BDes, B.Ed, BSc Hons, BTech Hons, MA, MBA, M.Com, M.Pharm, MSc Hons, BTM, MTech, Bachelor of Occupational Therapy [BOT], B.Planning, BHMCT, PhD, Bachelor of Performing Arts, MTTM, BTTM in multiple disciplines."
IIT Mandi,"Mandi, Himachal Pradesh",Mandi,Himachal Pradesh,Public,3.5,# 72 NIRF,7 Courses,JEE Main,₹20 K-7 L,https://media.getmyuni.com/azure/college-image/small/indian-institute-of-technology-iit-mandi.jpg,"IIT Mandi is a Public College, located in Mandi, Himachal Pradesh. IIT Mandi offers 7 courses at the Bachelors, Masters, Doctorate, Postgraduate Certificate Levels such as BTech, MA, MBA, MSc, MTech, PhD, PGC in multiple disciplines."
Madurai Kamaraj University (MKU),"Madurai, Tamil Nadu",Madurai,Tamil Nadu,Public,3.5,N/A,19 Courses,None,₹6 K-1.14 L,https://media.getmyuni.com/azure/college-image/small/madurai-kamaraj-university-mku-madurai.webp,"Madurai Kamaraj University (MKU) is a Public University, located in Madurai, Tamil Nadu. Madurai Kamaraj University (MKU) offers 19 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as BBA, BCA, B.Lib.I.Sc, MCA, M.Ed, M.Lib.I.Sc, M.P.Ed, BA, BCom, B.Ed, BSc, MA, MBA, M.Com, M.Phil, MSc, PhD, PGD, BLit in multiple disciplines."
SNU,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Private,N/A,N/A,3 Courses,None,₹6.75 L-14.63 L,https://media.getmyuni.com/azure/college-image/small/shiv-nadar-university-snu-chennai.jpg,"SNU is a Private University, located in Chennai, Tamil Nadu. SNU offers 3 courses at the Bachelors Levels such as BCom, BSc, BTech in multiple disciplines."
GNDU,"Amritsar, Punjab",Amritsar,Punjab,Public,3.7,N/A,34 Courses,"GMAT, JEE Main",₹27 K-6.29 L,https://media.getmyuni.com/azure/college-image/small/guru-nanak-dev-university-gndu-amritsar.webp,"GNDU is a Public University, located in Amritsar, Punjab. GNDU offers 34 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma, Diploma Levels such as B.Arch, BBA, BCA, LLB, B.Lib.I.Sc, B.Pharmacy, B.P.Ed, BPT, MHA, M.Arch, MCA, M.Ed, LLM, M.Lib.I.Sc, MPA, M.P.Ed, MPT, M.Plan, BA Hons, BCom, BSc Hons, BTech, MA, MBA, M.Com, M.Pharm, M.Phil, MSc Hons, MTech, PhD, PGD, PGP, MSPT, Advance Diploma in multiple disciplines."
PSGCT,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,Private,3.7,N/A,10 Courses,"GATE, TNEA, TANCET",₹7 K-4.80 L,https://media.getmyuni.com/azure/college-image/small/psg-college-of-technology-psgct-coimbatore.jpg,"PSGCT is a Private College, located in Coimbatore, Tamil Nadu. PSGCT offers 10 courses at the Bachelors, Masters, Doctorate, Postgraduate Certificate Levels such as Bachelor of Engineering, MCA, ME, BSc, BTech, MBA, M.Phil, MTech, PhD, PGC in multiple disciplines."
Pondicherry University,"Puducherry, Puducherry",Puducherry,Puducherry,Public/Central University,3.7,N/A,12 Courses,CAT,₹7 K-2 L,https://media.getmyuni.com/azure/college-image/small/pondicherry-university-puducherry.webp,"Pondicherry University is a Public/Central University University, located in Puducherry. Pondicherry University offers 12 courses at the Masters, Doctorate, Postgraduate Diploma Levels such as MCA, M.Lib.I.Sc, MPA, M.P.Ed, MSW, MA, MBA, M.Com, MSc, MTech, PhD, PGD in multiple disciplines."
MNNIT Allahabad,"Allahabad, Uttar Pradesh",Allahabad,Uttar Pradesh,Public,3.8,N/A,6 Courses,"IIT JAM, NIMCET, GATE, CAT, JEE Main",₹1.26 L-5 L,,"MNNIT Allahabad is a Public University, located in Allahabad, Uttar Pradesh. MNNIT Allahabad offers 6 courses at the Masters, Bachelors, Doctorate Levels such as MCA, BTech, MBA, MSc, MTech, PhD in multiple disciplines."
"Sri Sivasubramaniya Nadar College of Engineering, Chennai","Chennai, Tamil Nadu",Chennai,Tamil Nadu,Private,3.4,# 81 NIRF,4 Courses,None,₹25 K-75 K,,"Sri Sivasubramaniya Nadar College of Engineering, Chennai is a Private College, located in Chennai, Tamil Nadu. Sri Sivasubramaniya Nadar College of Engineering, Chennai offers 4 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech, MTech in multiple disciplines."
North Eastern Hill University (NEHU),"Shillong, Meghalaya",Shillong,Meghalaya,Public,3.2,N/A,17 Courses,"MAT, NATA, CUET PG, UGC NET, GATE, JEE Main",₹2 K-1.20 L,,"North Eastern Hill University (NEHU) is a Public University, located in Shillong, Meghalaya. North Eastern Hill University (NEHU) offers 17 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as B.Arch, MCA, M.Ed, LLM, M.Lib.I.Sc, BA, B.Ed, BTech, MA, MBA, M.Com, M.Phil, MSc, MTech, PhD, PGD, MTTM in multiple disciplines."
Bharathidasan University,"Tiruchirappalli, Tamil Nadu",Tiruchirappalli,Tamil Nadu,Public,3.3,# 55 NIRF,25 Courses,None,₹8 K-2.18 L,,"Bharathidasan University is a Public University, located in Tiruchirappalli, Tamil Nadu. Bharathidasan University offers 25 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma, Diploma Levels such as BBA, BCA, B.Lib.I.Sc, B.P.Ed, B.Voc, MCA, M.Ed, MPA, MSW, MVA, BA, BCom, B.Ed, BSc, MA, MBA, M.Com, M.Phil, MSc, MTech, M.Voc, MHRM, PhD, PGD, Advance Diploma in multiple disciplines."
Sri Venkateswara University (SVU),"Tirupati, Andhra Pradesh",Tirupati,Andhra Pradesh,Public,3.5,N/A,18 Courses,AP EAMCET,₹8 K-2.71 L,,"Sri Venkateswara University (SVU) is a Public University, located in Tirupati, Andhra Pradesh. Sri Venkateswara University (SVU) offers 18 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as BBM, BCA, B.Pharmacy, MCA, LLM, M.Lib.I.Sc, BA, BCom, BSc, BTech, MA, MBA, M.Com, M.Pharm, MSc, MTech, PhD, PGD in multiple disciplines."
NIT Silchar,"Silchar, Assam",Silchar,Assam,Public,3.2,# 92 NIRF,5 Courses,"GATE, CAT, IIT JAM",₹30 K-5 L,,"NIT Silchar is a Public College, located in Silchar, Assam. NIT Silchar offers 5 courses at the Bachelors, Masters, Doctorate Levels such as BTech, MBA, MSc, MTech, PhD in multiple disciplines."
NMIMS Mumbai,"Mumbai, Maharashtra",Mumbai,Maharashtra,Private,3.8,N/A,17 Courses,"NMAT, NPAT",₹2 L-25.15 L,,"NMIMS Mumbai is a Private College, located in Mumbai, Maharashtra. NMIMS Mumbai offers 17 courses at the Bachelors, Masters, Doctorate Levels such as B.Arch, BBA, B.Pharmacy, M.Arch, MCA, LLM, MPT, BA Hons, BCom, BDes, BSc Hons, BTech Hons, MBA, M.Pharm, MSc, MTech, PhD in multiple disciplines."
Calicut University,"Calicut, Kerala",Calicut,Kerala,Public,3.0,N/A,29 Courses,None,₹2 K-1.41 L,,"Calicut University is a Public University, located in Calicut, Kerala. Calicut University offers 29 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as BBA, BBM, BCA, B.Lib.I.Sc, BSW, B.Voc, MCA, M.Ed, LLM, M.Lib.I.Sc, MSW, BA, BCom, BSc, BTech, MA, MBA, M.Com, M.Phil, MSc, M.S, MTech, M.Voc, MHRM, PhD, PGD, BMMC, MCJ, MTA in multiple disciplines."
Mumbai University,"Mumbai, Maharashtra",Mumbai,Maharashtra,Public,3.6,N/A,43 Courses,NATA,₹2 K-2.70 L,,"Mumbai University is a Public University, located in Mumbai, Maharashtra. Mumbai University offers 43 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma, Postgraduate Certificate, Diploma Levels such as B.Arch, Bachelor of Engineering, BFA, BHM, LLB, B.Lib.I.Sc, BMS, BMM, B.Pharmacy, BSW, MMS, MMM, M.Arch, MCA, M.Ed, ME, MFA, LLM, M.Lib.I.Sc, MPA, M.P.Ed, MSW, BA, BCom, B.Ed, BSc, BTech, MA Hons, MBA, M.Com, M.Phil, MSc, MTech, PhD, PGD, Bachelor of Music, Bachelor of Performing Arts, MIM, BText, MFM, MTA, PGC, Advance Diploma in multiple disciplines."
Visva Bharati University,"Bolpur, West Bengal",Bolpur,West Bengal,Public,3.7,N/A,14 Courses,None,-/-,,"Visva Bharati University is a Public College, located in Bolpur, West Bengal. Visva Bharati University offers 14 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma, Diploma Levels such as B.P.Ed, BSW, M.Ed, MFA, M.P.Ed, MSW, BA Hons, B.Ed, BSc, MA, MSc, PhD, PGD, Advance Diploma in multiple disciplines."
SVNIT Surat,"Surat, Gujarat",Surat,Gujarat,Public,4.0,N/A,4 Courses,"GATE, JEE Main",₹1.05 L-4.84 L,,"SVNIT Surat is a Public College, located in Surat, Gujarat. SVNIT Surat offers 4 courses at the Bachelors, Masters, Doctorate Levels such as BTech, MSc, MTech, PhD in multiple disciplines."
IPU,"Delhi, Delhi NCR",Delhi,Delhi NCR,Public,3.2,N/A,30 Courses,"IPU CET, GATE, NEET, NATA",₹30 K-4.44 L,,"IPU is a Public University, located in Delhi NCR. IPU offers 30 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as B.Arch, BAMS, BBA, BCA, BDS, BHMS, BHM, B.Voc, MCA, M.Ed, LLM, MPT, MPH, MBBS, BA, B.Ed, BSc, BTech, MD, MA, MBA, Master of Chirurgiae [M.Ch], M.Phil, MSc, MTech, PhD, PGD, MHRD, MOT, MPO in multiple disciplines."
Datta Meghe Institute of Medical Sciences,"Nagpur, Maharashtra",Nagpur,Maharashtra,Private,3.9,N/A,10 Courses,"NEET MDS, NEET",₹1.80 L-88.16 L,,"Datta Meghe Institute of Medical Sciences is a Private College, located in Nagpur, Maharashtra. Datta Meghe Institute of Medical Sciences offers 10 courses at the Bachelors, Doctorate, Masters Levels such as BAMS, BDS, MBBS, MD, Master of Chirurgiae [M.Ch], MDS, MSc, M.S, Post Basic Nursing, PhD in multiple disciplines."
BIT Mesra,"Ranchi, Jharkhand",Ranchi,Jharkhand,Private,3.8,N/A,12 Courses,"MAT, NATA, CMAT, NEET, GPAT, XAT, GATE, CAT, JEE Main",₹1.20 L-17.30 L,,"BIT Mesra is a Private College, located in Ranchi, Jharkhand. BIT Mesra offers 12 courses at the Bachelors, Masters, Doctorate Levels such as B.Arch, BHM, B.Pharmacy, MCA, M.Plan, BSc, BTech, MBA, M.Pharm, MSc, MTech, PhD in multiple disciplines."
BMS College of Engineering (BMSCE),"Bangalore, Karnataka",Bangalore,Karnataka,Private,3.3,N/A,6 Courses,"MAT, GATE, NATA, CMAT, COMEDK UGET, KCET, Karnataka PGCET",₹1.13 L-5 L,,"BMS College of Engineering (BMSCE) is a Private College, located in Bangalore, Karnataka. BMS College of Engineering (BMSCE) offers 6 courses at the Bachelors, Masters Levels such as B.Arch, Bachelor of Engineering, M.Arch, MCA, MBA, MTech in multiple disciplines."
Christ University,"Bangalore, Karnataka",Bangalore,Karnataka,Private,4,N/A,22 Courses,ATMA,₹79 K-16.20 L,,"Christ University is a Private University, located in Bangalore, Karnataka. Christ University offers 22 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma Levels such as B.Arch, BBA Hons, BCA, BHM, M.Arch, MCA, LLM, MSW, BA Hons, BCom Hons, B.Ed, BSc Hons, BTech, MA, MBA, M.Com, M.Phil, MSc, MTech, PhD, PGD, Post Doctoral in multiple disciplines."
IES College of Technology,"Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,Private,2.8,N/A,4 Courses,None,₹1 L-2.20 L,,"IES College of Technology is a Private College, located in Bhopal, Madhya Pradesh. IES College of Technology offers 4 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, BTech, MBA, MTech in multiple disciplines."
Sagar Institute of Research and Technology,"Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,Private,3.3,N/A,6 Courses,"CMAT, JEE Main, GATE",₹1.02 L-3.04 L,,"Sagar Institute of Research and Technology is a Private College, located in Bhopal, Madhya Pradesh. Sagar Institute of Research and Technology offers 6 courses at the Bachelors, Masters Levels such as B.Pharmacy, MCA, BTech, MBA, M.Pharm, MTech in multiple disciplines."
VIT Vellore,"Vellore, Tamil Nadu",Vellore,Tamil Nadu,Private,3.8,N/A,13 Courses,"MAT, NMAT, GMAT, VITEEE, CAT, XAT",₹1.20 L-15.50 L,,"VIT Vellore is a Private College, located in Vellore, Tamil Nadu. VIT Vellore offers 13 courses at the Bachelors, Masters Levels such as B.Arch, BBA, BCA, MCA, M.Des, MSW, BCom, BDes, BSc Hons, BTech Hons, MBA, MSc, MTech in multiple disciplines."
SIMC Pune,"Pune, Maharashtra",Pune,Maharashtra,Private,4.1,N/A,2 Courses,SNAP,₹9.95 L-13 L,,"SIMC Pune is a Private College, located in Pune, Maharashtra. SIMC Pune offers 2 courses at the Masters Levels such as MA, MBA in multiple disciplines."
"The ICFAI University, Dehradun","Dehradun, Uttarakhand",Dehradun,Uttarakhand,Private,3.0,N/A,10 Courses,CLAT,₹90 K-5.60 L,,"The ICFAI University, Dehradun is a Private College, located in Dehradun, Uttarakhand. The ICFAI University, Dehradun offers 10 courses at the Bachelors, Masters, Doctorate Levels such as BBA, LLB, LLM, BA, B.Ed, BSc, BTech, MBA, MTech, PhD in multiple disciplines."
IIM Ahmedabad,"Ahmedabad, Gujarat",Ahmedabad,Gujarat,Public,4,N/A,3 Courses,CAT,₹19.68 L-30.99 L,https://media.getmyuni.com/azure/college-image/small/indian-institute-of-management-iim-ahmedabad.jpg,"IIM Ahmedabad is a Public College, located in Ahmedabad, Gujarat. IIM Ahmedabad offers 3 courses at the Masters, Doctorate, Postgraduate Diploma Levels such as MBA, PhD, PGP in multiple disciplines."
Hindu College Delhi,"Delhi, Delhi NCR",Delhi,Delhi NCR,Public,4.1,N/A,6 Courses,None,₹36 K-61 K,https://media.getmyuni.com/azure/college-image/small/hindu-college-delhi-university.jpg,"Hindu College Delhi is a Public College, located in Delhi NCR. Hindu College Delhi offers 6 courses at the Bachelors, Masters Levels such as BA Hons, BCom, BSc Hons, MA, M.Com, MSc in multiple disciplines."
IIM Calcutta,"Kolkata, West Bengal",Kolkata,West Bengal,Public,4.3,N/A,5 Courses,"GATE, UGC NET, GMAT, GRE",₹8.33 L-31 L,https://media.getmyuni.com/azure/college-image/small/indian-institute-of-management-iim-calcutta.jpg,"IIM Calcutta is a Public College, located in Kolkata, West Bengal. IIM Calcutta offers 5 courses at the Masters, Doctorate, Postgraduate Diploma Levels such as Executive MBA, MBA, PhD, PGD, PGP in multiple disciplines."
Hansraj College,"Delhi, Delhi NCR",Delhi,Delhi NCR,Public,3.9,N/A,6 Courses,None,₹33 K-74 K,https://media.getmyuni.com/azure/college-image/small/hans-raj-college-delhi-university.jpg,"Hansraj College is a Public College, located in Delhi NCR. Hansraj College offers 6 courses at the Bachelors, Masters Levels such as BA Hons, BCom, BSc Hons, MA, M.Com, MSc in multiple disciplines."
Loyola College,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Private,3.7,N/A,14 Courses,TANCET,₹7 K-1.71 L,https://media.getmyuni.com/azure/college-image/small/loyola-college-chennai.jpg,"Loyola College is a Private College, located in Chennai, Tamil Nadu. Loyola College offers 14 courses at the Bachelors, Masters, Doctorate Levels such as BBA, BCA, BMM, B.Voc, MCA, BA Hons, BCom, BSc, MA, M.Com, M.Phil, MSc, M.Voc, PhD in multiple disciplines."
Madras Christian College,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,Private,3.2,N/A,15 Courses,None,₹29 K-1.16 L,https://media.getmyuni.com/azure/college-image/small/madras-christian-college-mcc-chennai.jpg,"Madras Christian College is a Private College, located in Chennai, Tamil Nadu. Madras Christian College offers 15 courses at the Bachelors, Masters, Doctorate, Postgraduate Diploma, Postgraduate Certificate Levels such as BBA, BCA, BSW, MCA, MSW, BA, BCom, BSc, MA, M.Com, M.Phil, MSc, PhD, PGD, PGC in multiple disciplines."
FMS Delhi,"Delhi, Delhi NCR",Delhi,Delhi NCR,Public,4.1,N/A,2 Courses,CAT,₹52 K-2 L,,"FMS Delhi is a Public College, located in Delhi NCR. FMS Delhi offers 2 courses at the Masters, Doctorate Levels such as MBA, PhD in multiple disciplines."
JBIMS Mumbai,"Mumbai, Maharashtra",Mumbai,Maharashtra,Private,3.9,N/A,7 Courses,None,₹1.02 L-3.05 L,,"JBIMS Mumbai is a Private College, located in Mumbai, Maharashtra. JBIMS Mumbai offers 7 courses at the Masters, Doctorate Levels such as MMS, MMM, MFA, MBA, MSc, PhD, MIM in multiple disciplines."
Sister Nivedita University,"Kolkata, West Bengal",Kolkata,West Bengal,Private,N/A,N/A,22 Courses,"NATA, JEE Main",₹88 K-7.80 L,,"Sister Nivedita University is a Private College, located in Kolkata, West Bengal. Sister Nivedita University offers 22 courses at the Bachelors, Masters, Diploma, Doctorate Levels such as B.Arch, BBA Hons, BCA, BFA, LLB, B.Pharmacy, MCA, MFA, LLM, BA Hons, BCom Hons, BDes Hons, BSc Hons, BTech, MA, MBA, M.Com, MSc, MTech, GNM Nursing, Post Basic Nursing, PhD in multiple disciplines."
IIIT Allahabad,"Allahabad, Uttar Pradesh",Allahabad,Uttar Pradesh,Public,4.0,N/A,4 Courses,"GATE, CAT, JEE Main",₹1.62 L-6.86 L,,"IIIT Allahabad is a Public University, located in Allahabad, Uttar Pradesh. IIIT Allahabad offers 4 courses at the Bachelors, Masters, Doctorate Levels such as BTech, MBA, MTech, PhD in multiple disciplines."
XIME Bangalore,"Bangalore, Karnataka",Bangalore,Karnataka,Private,3.5,N/A,1 Courses,"MAT, GATE, CMAT, UGC NET, GMAT, ATMA, CAT, XAT",-/-,,"XIME Bangalore is a Private College, located in Bangalore, Karnataka. XIME Bangalore offers 1 courses at the Doctorate Levels such as PhD in multiple disciplines."
NIT Calicut,"Calicut, Kerala",Calicut,Kerala,Public,3.7,# 54 NIRF,8 Courses,"CMAT, JEE Main",₹30 K-3.67 L,,"NIT Calicut is a Public College, located in Calicut, Kerala. NIT Calicut offers 8 courses at the Bachelors, Masters, Doctorate Levels such as B.Arch, MCA, MPT, BTech, MBA, MSc, MTech, PhD in multiple disciplines."
Welingkar Mumbai,"Mumbai, Maharashtra",Mumbai,Maharashtra,Private,3.8,N/A,4 Courses,"CMAT, GMAT, ATMA, CAT, XAT",₹4.77 L-5.91 L,,"Welingkar Mumbai is a Private College, located in Mumbai, Maharashtra. Welingkar Mumbai offers 4 courses at the Masters, Doctorate, Postgraduate Diploma Levels such as MMS, PhD, PGD, PGP in multiple disciplines."
IPE Hyderabad,"Hyderabad, Telangana",Hyderabad,Telangana,Private,4,N/A,1 Courses,"MAT, CMAT, GMAT, ATMA, CAT, XAT",₹8.15 L,,"IPE Hyderabad is a Private College, located in Hyderabad, Telangana. IPE Hyderabad offers 1 courses at the Postgraduate Diploma Levels such as PGDM in multiple disciplines."
JIMS Kalkaji,"Delhi, Delhi NCR",Delhi,Delhi NCR,Private,4.0,N/A,1 Courses,"ATMA, CAT, MAT, XAT",₹10.61 L,,"JIMS Kalkaji is a Private College, located in Delhi NCR. JIMS Kalkaji offers 1 courses at the Postgraduate Diploma Levels such as PGDM in multiple disciplines."
DMS IIT Delhi (MBA),"Delhi, Delhi NCR",Delhi,Delhi NCR,Public,4.6,N/A,2 Courses,CAT,₹10.83 L,,"DMS IIT Delhi (MBA) is a Public College, located in Delhi NCR. DMS IIT Delhi (MBA) offers 2 courses at the Masters, Doctorate Levels such as MBA, PhD in multiple disciplines."
K J Somaiya Institute of Management,"Mumbai, Maharashtra",Mumbai,Maharashtra,Private,3.7,N/A,3 Courses,"CAT, MAH MCA CET",₹6.91 L-19.53 L,,"K J Somaiya Institute of Management is a Private College, located in Mumbai, Maharashtra. K J Somaiya Institute of Management offers 3 courses at the Masters, Doctorate Levels such as MCA, MBA, PhD in multiple disciplines."
Bannari Amman Institute of Technology,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,Private,4.1,N/A,6 Courses,"TNEA, TANCET",₹50 K-2 L,,"Bannari Amman Institute of Technology is a Private College, located in Coimbatore, Tamil Nadu. Bannari Amman Institute of Technology offers 6 courses at the Bachelors, Masters, Doctorate Levels such as Bachelor of Engineering, ME, BTech, MBA, MTech, PhD in multiple disciplines."
SIMSREE-Sydenham,"Mumbai, Maharashtra",Mumbai,Maharashtra,Private,4.6,N/A,5 Courses,CAT,₹1.34 L-1.53 L,,"SIMSREE-Sydenham is a Private College, located in Mumbai, Maharashtra. SIMSREE-Sydenham offers 5 courses at the Masters, Doctorate, Postgraduate Diploma Levels such as MMS, MMM, PhD, PGD, MFM in multiple disciplines."
SIDTM,"Pune, Maharashtra",Pune,Maharashtra,Private,4.5,N/A,1 Courses,SNAP,₹15.64 L,,"SIDTM is a Private College, located in Pune, Maharashtra. SIDTM offers 1 courses at the Masters Levels such as MBA in multiple disciplines."
Pune Institute of Business Management,"Pune, Maharashtra",Pune,Maharashtra,Private,4,N/A,1 Courses,ATMA,₹7.45 L,,"Pune Institute of Business Management is a Private College, located in Pune, Maharashtra. Pune Institute of Business Management offers 1 courses at the Masters Levels such as MBA in multiple disciplines."
